pkt_count,byte_count,duration,mean_pkt_size,std_pkt_size,src_port,dst_port,proto_tcp,proto_udp,proto_icmp,syn_flag,fin_flag,rst_flag,packet_rate,byte_rate,syn_ratio,label
5,3472,0.003999948501586914,694.4,266.656783150176,44296,443,1,0,0,0,0,0,1250.0160934612863,868011.1752995172,0.0,0
5,5752,0.003999948501586914,1150.4,260.7271370609511,41950,443,1,0,0,0,0,0,1250.0160934612863,1438018.5139178638,0.0,0
5,4000,0.003999948501586914,800.0,347.0705980056507,2041,443,1,0,0,0,0,0,1250.0160934612863,1000012.874769029,0.0,0
5,6191,0.003999948501586914,1238.2,48.47844882006849,65104,443,1,0,0,0,0,0,1250.0160934612863,1547769.9269237646,0.0,0
5,6076,0.003999948501586914,1215.2,370.5171520996026,30453,443,1,0,0,0,0,0,1250.0160934612863,1519019.556774155,0.0,0
5,4985,0.003999948501586914,997.0,331.22499905653257,27709,443,1,0,0,0,0,0,1250.0160934612863,1246266.0451809024,0.0,0
5,3502,0.003999948501586914,700.4,493.8706713300558,11178,443,1,0,0,0,0,0,1250.0160934612863,875511.271860285,0.0,0
5,3911,0.003999948501586914,782.2,460.8628429370283,65118,443,1,0,0,0,0,0,1250.0160934612863,977762.5883054181,0.0,0
5,3985,0.003999948501586914,797.0,364.98328728861,11378,443,1,0,0,0,0,0,1250.0160934612863,996262.8264886452,0.0,0
5,3303,0.003999948501586914,660.6,440.67793228161537,33985,443,1,0,0,0,0,0,1250.0160934612863,825760.6313405257,0.0,0
5,3496,0.003999948501586914,699.2,265.54351809072654,52337,443,1,0,0,0,0,0,1250.0160934612863,874011.2525481314,0.0,0
5,5006,0.003999948501586914,1001.2,488.2693518950375,52894,443,1,0,0,0,0,0,1250.0160934612863,1251516.1127734398,0.0,0
5,2689,0.003999948501586914,537.8,406.1277631484949,47176,443,1,0,0,0,0,0,1250.0160934612863,672258.6550634798,0.0,0
5,5764,0.003999948501586914,1152.8,245.08316955678538,32399,443,1,0,0,0,0,0,1250.0160934612863,1441018.5525421707,0.0,0
5,3823,0.003999948501586914,764.6,253.43054275284186,57278,443,1,0,0,0,0,0,1250.0160934612863,955762.3050604995,0.0,0
5,2711,0.003999948501586914,542.2,309.08471330688616,58044,443,1,0,0,0,0,0,1250.0160934612863,677758.7258747094,0.0,0
5,3900,0.003999948501586914,780.0,416.3383239626158,58996,443,1,0,0,0,0,0,1250.0160934612863,975012.5528998033,0.0,0
5,3085,0.003999948501586914,617.0,315.99810126011835,10347,443,1,0,0,0,0,0,1250.0160934612863,771259.9296656137,0.0,0
5,3773,0.003999948501586914,754.6,532.738810300132,50752,443,1,0,0,0,0,0,1250.0160934612863,943262.1441258866,0.0,0
5,3980,0.003999948501586914,796.0,371.1010644015994,4605,443,1,0,0,0,0,0,1250.0160934612863,995012.8103951839,0.0,0
5,3488,0.003999948501586914,697.6,522.9610310529839,12232,443,1,0,0,0,0,0,1250.0160934612863,872011.2267985933,0.0,0
5,3733,0.003999948501586914,746.6,286.60676893611566,34617,443,1,0,0,0,0,0,1250.0160934612863,933262.0153781964,0.0,0
5,4476,0.003999948501586914,895.2,290.4633539708581,27777,443,1,0,0,0,0,0,1250.0160934612863,1119014.4068665435,0.0,0
5,5115,0.003999948501586914,1023.0,212.469291898853,10467,443,1,0,0,0,0,0,1250.0160934612863,1278766.463610896,0.0,0
5,4182,0.003999948501586914,836.4,413.44871507842424,35966,443,1,0,0,0,0,0,1250.0160934612863,1045513.4605710198,0.0,0
5,4028,0.003999948501586914,805.6,309.24786175493597,63255,443,1,0,0,0,0,0,1250.0160934612863,1007012.9648924122,0.0,0
5,4052,0.003999948501586914,810.4,384.2465874929796,25864,443,1,0,0,0,0,0,1250.0160934612863,1013013.0421410264,0.0,0
5,3871,0.003999948501586914,774.2,562.4003556186643,36156,443,1,0,0,0,0,0,1250.0160934612863,967762.4595577278,0.0,0
5,4346,0.003999948501586914,869.2,342.45022996050096,18124,443,1,0,0,0,0,0,1250.0160934612863,1086513.9884365501,0.0,0
5,2502,0.003999948501586914,500.4,417.04800682895007,8055,443,1,0,0,0,0,0,1250.0160934612863,625508.0531680277,0.0,0
5,4855,0.003999948501586914,971.0,431.5743273180183,7934,443,1,0,0,0,0,0,1250.0160934612863,1213765.626750909,0.0,0
5,4581,0.003999948501586914,916.2,331.9942168171006,27582,443,1,0,0,0,0,0,1250.0160934612863,1145264.7448292305,0.0,0
5,2538,0.003999948501586914,507.6,371.1800641198285,46290,443,1,0,0,0,0,0,1250.0160934612863,634508.169040949,0.0,0
5,5461,0.003999948501586914,1092.2,286.2428339714376,15927,443,1,0,0,0,0,0,1250.0160934612863,1365267.5772784168,0.0,0
5,3580,0.003999948501586914,716.0,430.27479591535456,20927,443,1,0,0,0,0,0,1250.0160934612863,895011.522918281,0.0,0
5,2851,0.003999948501586914,570.2,312.13804638332704,34695,443,1,0,0,0,0,0,1250.0160934612863,712759.1764916255,0.0,0
5,4670,0.003999948501586914,934.0,352.80986380768894,30751,443,1,0,0,0,0,0,1250.0160934612863,1167515.0312928413,0.0,0
5,2739,0.003999948501586914,547.8,357.4719009936305,23829,443,1,0,0,0,0,0,1250.0160934612863,684758.8159980926,0.0,0
5,4190,0.003999948501586914,838.0,380.001052630121,18754,443,1,0,0,0,0,0,1250.0160934612863,1047513.4863205579,0.0,0
5,4749,0.003999948501586914,949.8,387.8795689386075,43052,443,1,0,0,0,0,0,1250.0160934612863,1187265.2855695297,0.0,0
5,4066,0.003999948501586914,813.2,495.678686247452,28520,443,1,0,0,0,0,0,1250.0160934612863,1016513.087202718,0.0,0
5,4904,0.003999948501586914,980.8,125.27633455685077,6514,443,1,0,0,0,0,0,1250.0160934612863,1226015.7844668296,0.0,0
5,3776,0.003999948501586914,755.2,141.67342728966503,24503,443,1,0,0,0,0,0,1250.0160934612863,944012.1537819634,0.0,0
5,3939,0.003999948501586914,787.8,445.99569504648804,21607,443,1,0,0,0,0,0,1250.0160934612863,984762.6784288014,0.0,0
5,4250,0.003999948501586914,850.0,386.76711338995716,41230,443,1,0,0,0,0,0,1250.0160934612863,1062513.6794420932,0.0,0
5,3867,0.003999948501586914,773.4,531.4544571268548,20658,443,1,0,0,0,0,0,1250.0160934612863,966762.4466829589,0.0,0
5,3697,0.003999948501586914,739.4,346.85593551213736,64785,443,1,0,0,0,0,0,1250.0160934612863,924261.8995052751,0.0,0
5,4584,0.003999948501586914,916.8,362.86934287701956,18102,443,1,0,0,0,0,0,1250.0160934612863,1146014.7544853073,0.0,0
5,4151,0.003999948501586914,830.2,420.3076968127041,37510,443,1,0,0,0,0,0,1250.0160934612863,1037763.3607915599,0.0,0
5,3512,0.003999948501586914,702.4,233.57191612006784,41874,443,1,0,0,0,0,0,1250.0160934612863,878011.3040472075,0.0,0
5,3697,0.003999948501586914,739.4,477.3889818586097,18008,443,1,0,0,0,0,0,1250.0160934612863,924261.8995052751,0.0,0
5,3312,0.003999948501586914,662.4,452.4407585529845,26017,443,1,0,0,0,0,0,1250.0160934612863,828010.660308756,0.0,0
5,3931,0.003999948501586914,786.2,446.6382876556823,40563,443,1,0,0,0,0,0,1250.0160934612863,982762.6526792633,0.0,0
5,3446,0.003999948501586914,689.2,347.86802095047483,20888,443,1,0,0,0,0,0,1250.0160934612863,861511.0916135185,0.0,0
5,3534,0.003999948501586914,706.8,417.2742024137126,55721,443,1,0,0,0,0,0,1250.0160934612863,883511.3748584371,0.0,0
5,3795,0.003999948501586914,759.0,225.24209198105046,36902,443,1,0,0,0,0,0,1250.0160934612863,948762.2149371163,0.0,0
5,2835,0.003999948501586914,567.0,401.82732609915917,11045,443,1,0,0,0,0,0,1250.0160934612863,708759.1249925493,0.0,0
5,3633,0.003999948501586914,726.6,343.9480193285026,32575,443,1,0,0,0,0,0,1250.0160934612863,908261.6935089707,0.0,0
5,3644,0.003999948501586914,728.8,362.5732477720881,29738,443,1,0,0,0,0,0,1250.0160934612863,911011.7289145854,0.0,0
5,4124,0.003999948501586914,824.8,455.9707885380378,2737,443,1,0,0,0,0,0,1250.0160934612863,1031013.273886869,0.0,0
5,3381,0.003999948501586914,676.2,329.0078418518318,43217,443,1,0,0,0,0,0,1250.0160934612863,845260.8823985218,0.0,0
5,3981,0.003999948501586914,796.2,278.6764432096836,26155,443,1,0,0,0,0,0,1250.0160934612863,995262.8136138761,0.0,0
5,3860,0.003999948501586914,772.0,228.3462283463425,20443,443,1,0,0,0,0,0,1250.0160934612863,965012.424152113,0.0,0
5,4561,0.003999948501586914,912.2,468.5485673865624,27081,443,1,0,0,0,0,0,1250.0160934612863,1140264.6804553852,0.0,0
5,2465,0.003999948501586914,493.0,230.21207613850322,27538,443,1,0,0,0,0,0,1250.0160934612863,616257.9340764141,0.0,0
5,3502,0.003999948501586914,700.4,305.8957992519675,51680,443,1,0,0,0,0,0,1250.0160934612863,875511.271860285,0.0,0
5,1973,0.003999948501586914,394.6,276.6995482468304,62869,443,1,0,0,0,0,0,1250.0160934612863,493256.3504798236,0.0,0
5,4074,0.003999948501586914,814.8,291.298746993529,50261,443,1,0,0,0,0,0,1250.0160934612863,1018513.1129522561,0.0,0
5,2506,0.003999948501586914,501.2,354.1273217361236,47211,443,1,0,0,0,0,0,1250.0160934612863,626508.0660427967,0.0,0
5,5302,0.003999948501586914,1060.4,430.3210894204466,16919,443,1,0,0,0,0,0,1250.0160934612863,1325517.065506348,0.0,0
5,4459,0.003999948501586914,891.8,384.07572170081255,5457,443,1,0,0,0,0,0,1250.0160934612863,1114764.352148775,0.0,0
5,3527,0.003999948501586914,705.4,452.6891206998463,61093,443,1,0,0,0,0,0,1250.0160934612863,881761.3523275914,0.0,0
5,3616,0.003999948501586914,723.2,488.4749328266497,47795,443,1,0,0,0,0,0,1250.0160934612863,904011.6387912022,0.0,0
5,3192,0.003999948501586914,638.4,336.95673312756344,28451,443,1,0,0,0,0,0,1250.0160934612863,798010.2740656851,0.0,0
5,3679,0.003999948501586914,735.8,235.39362778121247,8067,443,1,0,0,0,0,0,1250.0160934612863,919761.8415688145,0.0,0
5,4261,0.003999948501586914,852.2,455.0641273491023,11091,443,1,0,0,0,0,0,1250.0160934612863,1065263.7148477081,0.0,0
5,1785,0.003999948501586914,357.0,225.61294289113823,34272,443,1,0,0,0,0,0,1250.0160934612863,446255.7453656792,0.0,0
5,5458,0.003999948501586914,1091.6,467.2565034325365,19590,443,1,0,0,0,0,0,1250.0160934612863,1364517.56762234,0.0,0
5,5677,0.003999948501586914,1135.4,230.66651252403327,60878,443,1,0,0,0,0,0,1250.0160934612863,1419268.2725159444,0.0,0
5,3764,0.003999948501586914,752.8,343.4946287789665,17302,443,1,0,0,0,0,0,1250.0160934612863,941012.1151576564,0.0,0
5,3360,0.003999948501586914,672.0,499.34877590718094,54646,443,1,0,0,0,0,0,1250.0160934612863,840010.8148059844,0.0,0
5,3125,0.003999948501586914,625.0,533.0876100604853,20900,443,1,0,0,0,0,0,1250.0160934612863,781260.0584133039,0.0,0
5,4890,0.003999948501586914,978.0,284.59655654979383,62904,443,1,0,0,0,0,0,1250.0160934612863,1222515.739405138,0.0,0
5,3055,0.003999948501586914,611.0,430.96960449665124,21157,443,1,0,0,0,0,0,1250.0160934612863,763759.833104846,0.0,0
5,1751,0.003999948501586914,350.2,248.11319997130343,48197,443,1,0,0,0,0,0,1250.0160934612863,437755.6359301425,0.0,0
5,3643,0.003999948501586914,728.6,350.6620025038356,9560,443,1,0,0,0,0,0,1250.0160934612863,910761.7256958932,0.0,0
5,3331,0.003999948501586914,666.2,352.76133574982396,10253,443,1,0,0,0,0,0,1250.0160934612863,832760.7214639089,0.0,0
5,3286,0.003999948501586914,657.2,467.8091063671163,48405,443,1,0,0,0,0,0,1250.0160934612863,821510.5766227574,0.0,0
5,3618,0.003999948501586914,723.6,340.628008243597,25527,443,1,0,0,0,0,0,1250.0160934612863,904511.6452285867,0.0,0
5,4241,0.003999948501586914,848.2,449.6996330885761,65362,443,1,0,0,0,0,0,1250.0160934612863,1060263.6504738631,0.0,0
5,3406,0.003999948501586914,681.2,473.0502721698826,64163,443,1,0,0,0,0,0,1250.0160934612863,851510.9628658282,0.0,0
5,4932,0.003999948501586914,986.4,179.90953282135996,21344,443,1,0,0,0,0,0,1250.0160934612863,1233015.8745902127,0.0,0
5,3269,0.003999948501586914,653.8,283.1687835902821,12009,443,1,0,0,0,0,0,1250.0160934612863,817260.521904989,0.0,0
5,4272,0.003999948501586914,854.4,477.7265326523115,48581,443,1,0,0,0,0,0,1250.0160934612863,1068013.750253323,0.0,0
5,3768,0.003999948501586914,753.6,469.8346943340817,38676,443,1,0,0,0,0,0,1250.0160934612863,942012.1280324253,0.0,0
5,3763,0.003999948501586914,752.6,349.2120272842847,43742,443,1,0,0,0,0,0,1250.0160934612863,940762.1119389641,0.0,0
5,4180,0.003999948501586914,836.0,378.60375064174946,42423,443,1,0,0,0,0,0,1250.0160934612863,1045013.4541336354,0.0,0
5,4578,0.003999948501586914,915.6,437.8417979133559,18337,443,1,0,0,0,0,0,1250.0160934612863,1144514.7351731537,0.0,0
5,3484,0.003999948501586914,696.8,386.2270834625661,4934,443,1,0,0,0,0,0,1250.0160934612863,871011.2139238243,0.0,0
5,5944,0.003999948501586914,1188.8,252.10823072640846,62431,443,1,0,0,0,0,0,1250.0160934612863,1486019.1319067772,0.0,0
5,4887,0.003999948501586914,977.4,419.37601266643753,37957,443,1,0,0,0,0,0,1250.0160934612863,1221765.7297490612,0.0,0
5,3577,0.003999948501586914,715.4,312.8473110001107,10885,443,1,0,0,0,0,0,1250.0160934612863,894261.5132622042,0.0,0
5,5882,0.003999948501586914,1176.4,217.1926333925716,5771,443,1,0,0,0,0,0,1250.0160934612863,1470518.9323478572,0.0,0
5,2057,0.003999948501586914,411.4,302.30620238427133,57232,443,1,0,0,0,0,0,1250.0160934612863,514256.6208499732,0.0,0
5,3471,0.003999948501586914,694.2,513.0775379998621,43771,443,1,0,0,0,0,0,1250.0160934612863,867761.172080825,0.0,0
5,4249,0.003999948501586914,849.8,466.874886880843,53079,443,1,0,0,0,0,0,1250.0160934612863,1062263.676223401,0.0,0
5,5125,0.003999948501586914,1025.0,347.68549006249884,55594,443,1,0,0,0,0,0,1250.0160934612863,1281266.4957978185,0.0,0
5,3860,0.003999948501586914,772.0,364.26144456969365,16151,443,1,0,0,0,0,0,1250.0160934612863,965012.424152113,0.0,0
5,4208,0.003999948501586914,841.6,376.09392443909536,30676,443,1,0,0,0,0,0,1250.0160934612863,1052013.5442570185,0.0,0
5,4072,0.003999948501586914,814.4,328.81703118907933,64167,443,1,0,0,0,0,0,1250.0160934612863,1018013.1065148716,0.0,0
5,3494,0.003999948501586914,698.8,398.2021597128775,60617,443,1,0,0,0,0,0,1250.0160934612863,873511.2461107469,0.0,0
5,3935,0.003999948501586914,787.0,416.34745105500525,11720,443,1,0,0,0,0,0,1250.0160934612863,983762.6655540323,0.0,0
5,4392,0.003999948501586914,878.4,343.98872074531744,57229,443,1,0,0,0,0,0,1250.0160934612863,1098014.136496394,0.0,0
5,4932,0.003999948501586914,986.4,305.04399682668725,53988,443,1,0,0,0,0,0,1250.0160934612863,1233015.8745902127,0.0,0
5,5675,0.003999948501586914,1135.0,365.196385524282,49842,443,1,0,0,0,0,0,1250.0160934612863,1418768.26607856,0.0,0
5,4211,0.003999948501586914,842.2,189.4047517883329,11811,443,1,0,0,0,0,0,1250.0160934612863,1052763.5539130953,0.0,0
5,3131,0.003999948501586914,626.2,223.29836542169312,15479,443,1,0,0,0,0,0,1250.0160934612863,782760.0777254575,0.0,0
5,3618,0.003999948501586914,723.6,440.16978542376125,35429,443,1,0,0,0,0,0,1250.0160934612863,904511.6452285867,0.0,0
5,3912,0.003999948501586914,782.4,434.2039152287782,55820,443,1,0,0,0,0,0,1250.0160934612863,978012.5915241104,0.0,0
5,1663,0.003999948501586914,332.6,226.17568392734,3700,443,1,0,0,0,0,0,1250.0160934612863,415755.3526852238,0.0,0
5,3923,0.003999948501586914,784.6,483.24097508386023,16903,443,1,0,0,0,0,0,1250.0160934612863,980762.6269297252,0.0,0
5,4242,0.003999948501586914,848.4,494.5562050970547,26179,443,1,0,0,0,0,0,1250.0160934612863,1060513.6536925554,0.0,0
5,3569,0.003999948501586914,713.8,430.0476252695741,29314,443,1,0,0,0,0,0,1250.0160934612863,892261.4875126661,0.0,0
5,2858,0.003999948501586914,571.6,234.66878786920088,45701,443,1,0,0,0,0,0,1250.0160934612863,714509.1990224712,0.0,0
5,3977,0.003999948501586914,795.4,299.1137576240852,5192,443,1,0,0,0,0,0,1250.0160934612863,994262.8007391071,0.0,0
5,4739,0.003999948501586914,947.8,187.76836794305902,42000,443,1,0,0,0,0,0,1250.0160934612863,1184765.2533826071,0.0,0
5,3725,0.003999948501586914,745.0,320.2592699673188,45510,443,1,0,0,0,0,0,1250.0160934612863,931261.9896286583,0.0,0
5,3999,0.003999948501586914,799.8,361.6774253392103,62146,443,1,0,0,0,0,0,1250.0160934612863,999762.8715503367,0.0,0
5,2659,0.003999948501586914,531.8,409.7459700839046,21640,443,1,0,0,0,0,0,1250.0160934612863,664758.558502712,0.0,0
5,4942,0.003999948501586914,988.4,381.0231489030555,2560,443,1,0,0,0,0,0,1250.0160934612863,1235515.9067771353,0.0,0
5,4425,0.003999948501586914,885.0,388.34572226303715,6452,443,1,0,0,0,0,0,1250.0160934612863,1106264.2427132383,0.0,0
5,3509,0.003999948501586914,701.8,556.6547942845727,43405,443,1,0,0,0,0,0,1250.0160934612863,877261.2943911307,0.0,0
5,4198,0.003999948501586914,839.6,379.60379344785264,59309,443,1,0,0,0,0,0,1250.0160934612863,1049513.5120700959,0.0,0
5,3213,0.003999948501586914,642.6,428.5765275887143,55955,443,1,0,0,0,0,0,1250.0160934612863,803260.3416582226,0.0,0
5,4587,0.003999948501586914,917.4,394.65863730571004,26009,443,1,0,0,0,0,0,1250.0160934612863,1146764.764141384,0.0,0
5,4035,0.003999948501586914,807.0,395.73172731030803,46303,443,1,0,0,0,0,0,1250.0160934612863,1008762.987423258,0.0,0
5,2410,0.003999948501586914,482.0,271.78888866177,44423,443,1,0,0,0,0,0,1250.0160934612863,602507.7570483399,0.0,0
5,5101,0.003999948501586914,1020.2,297.0578394858483,44152,443,1,0,0,0,0,0,1250.0160934612863,1275266.4185492042,0.0,0
5,4517,0.003999948501586914,903.4,402.02616830251236,24994,443,1,0,0,0,0,0,1250.0160934612863,1129264.538832926,0.0,0
5,3713,0.003999948501586914,742.6,428.50372227088064,26369,443,1,0,0,0,0,0,1250.0160934612863,928261.9510043511,0.0,0
5,4913,0.003999948501586914,982.6,371.5457441554135,22249,443,1,0,0,0,0,0,1250.0160934612863,1228265.81343506,0.0,0
5,3226,0.003999948501586914,645.2,339.22464533108445,32059,443,1,0,0,0,0,0,1250.0160934612863,806510.3835012219,0.0,0
5,4348,0.003999948501586914,869.6,488.24526623409264,29279,443,1,0,0,0,0,0,1250.0160934612863,1087013.9948739347,0.0,0
5,3698,0.003999948501586914,739.6,523.1009845144625,31025,443,1,0,0,0,0,0,1250.0160934612863,924511.9027239673,0.0,0
5,3010,0.003999948501586914,602.0,445.95380926728274,12445,443,1,0,0,0,0,0,1250.0160934612863,752509.6882636943,0.0,0
5,4395,0.003999948501586914,879.0,380.6652072359648,53469,443,1,0,0,0,0,0,1250.0160934612863,1098764.1461524707,0.0,0
5,2839,0.003999948501586914,567.8,264.81495426051754,63602,443,1,0,0,0,0,0,1250.0160934612863,709759.1378673183,0.0,0
5,3769,0.003999948501586914,753.8,402.11610263703693,54193,443,1,0,0,0,0,0,1250.0160934612863,942262.1312511176,0.0,0
5,4029,0.003999948501586914,805.8,569.5220452273994,25878,443,1,0,0,0,0,0,1250.0160934612863,1007262.9681111044,0.0,0
5,3540,0.003999948501586914,708.0,487.437790902593,27475,443,1,0,0,0,0,0,1250.0160934612863,885011.3941705907,0.0,0
5,2235,0.003999948501586914,447.0,349.34166656727336,23366,443,1,0,0,0,0,0,1250.0160934612863,558757.193777195,0.0,0
5,3436,0.003999948501586914,687.2,408.06881772563804,64809,443,1,0,0,0,0,0,1250.0160934612863,859011.0594265959,0.0,0
5,6201,0.003999948501586914,1240.2,78.23400795050705,44859,443,1,0,0,0,0,0,1250.0160934612863,1550269.9591106873,0.0,0
5,4956,0.003999948501586914,991.2,329.3492978586716,21367,443,1,0,0,0,0,0,1250.0160934612863,1239015.951838827,0.0,0
5,3825,0.003999948501586914,765.0,416.52610962579524,56179,443,1,0,0,0,0,0,1250.0160934612863,956262.311497884,0.0,0
5,4300,0.003999948501586914,860.0,490.8262421672256,3205,443,1,0,0,0,0,0,1250.0160934612863,1075013.840376706,0.0,0
5,6085,0.003999948501586914,1217.0,274.661245901201,25141,443,1,0,0,0,0,0,1250.0160934612863,1521269.5857423854,0.0,0
5,3519,0.003999948501586914,703.8,409.48474941076864,22899,443,1,0,0,0,0,0,1250.0160934612863,879761.3265780533,0.0,0
5,4003,0.003999948501586914,800.6,546.1218179124508,36194,443,1,0,0,0,0,0,1250.0160934612863,1000762.8844251058,0.0,0
5,3495,0.003999948501586914,699.0,438.43950551929055,51356,443,1,0,0,0,0,0,1250.0160934612863,873761.2493294391,0.0,0
5,4160,0.003999948501586914,832.0,462.3812279926598,16420,443,1,0,0,0,0,0,1250.0160934612863,1040013.3897597902,0.0,0
5,2205,0.003999948501586914,441.0,174.27908652503316,4238,443,1,0,0,0,0,0,1250.0160934612863,551257.0972164272,0.0,0
5,3133,0.003999948501586914,626.6,444.94700808073765,28218,443,1,0,0,0,0,0,1250.0160934612863,783260.084162842,0.0,0
5,4254,0.003999948501586914,850.8,381.39711587792584,13554,443,1,0,0,0,0,0,1250.0160934612863,1063513.6923168623,0.0,0
5,5021,0.003999948501586914,1004.2,448.9384813089651,25339,443,1,0,0,0,0,0,1250.0160934612863,1255266.1610538238,0.0,0
5,4922,0.003999948501586914,984.4,323.81513244442425,45876,443,1,0,0,0,0,0,1250.0160934612863,1230515.8424032903,0.0,0
5,2763,0.003999948501586914,552.6,388.4052522816858,29160,443,1,0,0,0,0,0,1250.0160934612863,690758.8932467068,0.0,0
5,5369,0.003999948501586914,1073.8,400.58127764537375,36336,443,1,0,0,0,0,0,1250.0160934612863,1342267.2811587292,0.0,0
5,1491,0.003999948501586914,298.2,150.92832736103583,11018,443,1,0,0,0,0,0,1250.0160934612863,372754.7990701556,0.0,0
5,4424,0.003999948501586914,884.8,479.0012108544194,3518,443,1,0,0,0,0,0,1250.0160934612863,1106014.239494546,0.0,0
5,2815,0.003999948501586914,563.0,230.9502110845539,56342,443,1,0,0,0,0,0,1250.0160934612863,703759.0606187042,0.0,0
5,1915,0.003999948501586914,383.0,362.14858828939265,42428,443,1,0,0,0,0,0,1250.0160934612863,478756.16379567265,0.0,0
5,4328,0.003999948501586914,865.6,324.5468225079395,26996,443,1,0,0,0,0,0,1250.0160934612863,1082013.9305000894,0.0,0
5,2422,0.003999948501586914,484.4,311.65532243168894,55484,443,1,0,0,0,0,0,1250.0160934612863,605507.7956726471,0.0,0
5,5009,0.003999948501586914,1001.8,344.35412005666495,51777,443,1,0,0,0,0,0,1250.0160934612863,1252266.1224295166,0.0,0
5,4017,0.003999948501586914,803.4,383.7616968901404,20750,443,1,0,0,0,0,0,1250.0160934612863,1004262.9294867974,0.0,0
5,3962,0.003999948501586914,792.4,307.3171651567807,39317,443,1,0,0,0,0,0,1250.0160934612863,990512.7524587233,0.0,0
5,1876,0.003999948501586914,375.2,515.5394844238411,7219,443,1,0,0,0,0,0,1250.0160934612863,469006.0382666746,0.0,0
5,4341,0.003999948501586914,868.2,527.9384054982172,15922,443,1,0,0,0,0,0,1250.0160934612863,1085263.9723430888,0.0,0
5,5442,0.003999948501586914,1088.4,462.90240872132006,19885,443,1,0,0,0,0,0,1250.0160934612863,1360517.516123264,0.0,0
5,3255,0.003999948501586914,651.0,200.01899909758572,55881,443,1,0,0,0,0,0,1250.0160934612863,813760.4768432974,0.0,0
5,3381,0.003999948501586914,676.2,445.5748646411734,62799,443,1,0,0,0,0,0,1250.0160934612863,845260.8823985218,0.0,0
5,4696,0.003999948501586914,939.2,352.662671684997,45731,443,1,0,0,0,0,0,1250.0160934612863,1174015.11497884,0.0,0
